0	0
0,04995	0,257
0,0999	0,244
0,14985	-0,804
0,1998	-0,567
0,24975	-0,823
0,2997	-0,609
0,34965	-0,866
0,3996	-0,707
0,44955	-0,962
0,4995	-0,841
0,54945	-1,101
0,5994	-1,004
0,64935	-1,262
0,6993	-1,18
0,74925	-1,394
0,7992	-1,332
0,84915	-1,574
0,8991	-1,514
0,94905	-1,718
0,999	-1,67
1,04895	-1,871
1,0989	-1,828
1,14885	-2,029
1,1988	-1,988
1,24875	-2,199
1,2987	-2,163
1,34865	-2,422
1,3986	-2,384
1,44855	-2,501
1,4985	-2,462
1,54845	-2,86
1,5984	-2,822
1,64835	-3,064
1,6983	-3,027
1,74825	-3,303
1,7982	-3,265
1,84815	-3,504
1,8981	-3,464
1,94805	-3,713
1,998	-3,674
2,04795	-3,929
2,0979	-3,887
2,14785	-4,139
2,1978	-4,099
2,24775	-4,352
2,2977	-4,31
2,34765	-4,586
2,3976	-4,543
2,44755	-4,798
2,4975	-4,753
2,54745	-5,017
2,5974	-4,969
2,64735	-5,232
2,6973	-5,179
2,74725	-5,441
2,7972	-5,386
2,84715	-5,684
2,8971	-5,632
2,94705	-5,89
2,997	-5,833
3,04695	-6,119
3,0969	-6,063
3,14685	-6,331
3,1968	-6,273
3,24675	-6,576
3,2967	-6,51
3,34665	-6,768
3,3966	-6,708
3,44655	-7,002
3,4965	-6,936
3,54645	-7,236
3,5964	-7,17
3,64635	-7,462
3,6963	-7,392
3,74625	-7,666
3,7962	-7,6
3,84615	-7,891
3,8961	-7,819
3,94605	-7,944
3,996	-8,037
4,04595	-8,329
4,0959	-8,257
4,14585	-8,531
4,1958	-8,458
4,24575	-8,76
4,2957	-8,684
4,34565	-8,959
4,3956	-8,883
4,44555	-9,175
4,4955	-9,093
4,54546	-9,362
4,5954	-9,279
4,64536	-9,561
4,69531	-9,476
4,74526	-9,759
4,79521	-9,676
4,84516	-9,932
4,89511	-9,846
4,94506	-10,131
4,995	-10,044
5,04495	-10,33
5,0949	-10,245
5,14485	-10,539
5,1948	-10,448
5,24475	-10,716
5,29471	-10,628
5,34466	-10,91
5,39461	-10,822
5,44456	-11,125
5,49451	-11,033
5,54446	-11,31
5,59441	-11,218
5,64436	-11,525
5,69431	-11,432
5,74426	-11,707
5,79421	-11,611
5,84416	-11,883
5,89411	-11,786
5,94406	-12,053
5,99401	-11,962
6,04396	-12,245
6,09391	-12,148
6,14386	-12,425
6,19381	-12,326
6,24376	-12,58
6,29371	-12,489
6,34366	-12,791
6,39361	-12,693
6,44356	-12,668
6,49351	-12,854
6,54346	-13,149
6,59341	-13,047
6,64336	-13,339
6,69331	-13,234
6,74326	-13,49
6,79321	-13,383
6,84316	-13,684
6,89311	-13,589
6,94306	-13,877
6,99301	-13,772
7,04296	-14,045
7,09291	-13,937
7,14286	-14,218
7,19281	-14,109
7,24276	-14,389
7,29271	-14,283
7,34266	-14,538
7,39261	-14,432
7,44256	-14,703
7,49251	-14,6
7,54246	-14,862
7,59241	-14,753
7,64236	-15,016
7,69231	-14,907
7,74226	-15,185
7,79221	-15,082
7,84216	-15,362
7,89211	-15,248
7,94206	-15,488
7,99201	-15,38
8,04196	-15,664
8,09191	-15,55
8,14186	-15,804
8,19181	-15,693
8,24176	-15,965
8,29171	-15,852
8,34166	-16,126
8,39161	-16,007
8,44156	-16,256
8,49151	-16,143
8,54146	-16,423
8,59141	-16,311
8,64136	-16,563
8,69131	-16,445
8,74126	-16,734
8,79121	-16,616
8,84116	-16,863
8,89111	-16,753
8,94106	-16,998
8,99101	-16,894
9,04096	-17,163
9,09091	-17,048
9,14086	-17,283
9,19081	-17,169
9,24076	-17,47
9,29071	-17,35
9,34066	-17,661
9,39061	-17,542
9,44056	-17,778
9,49051	-17,652
9,54046	-17,925
9,59041	-17,804
9,64036	-18,035
9,69031	-17,916
9,74026	-18,182
9,79021	-18,064
9,84016	-18,314
9,89011	-18,198
9,94006	-18,487
9,99001	-18,378
10,03996	-18,614
10,08991	-18,497
10,13986	-18,761
10,18981	-18,643
10,23976	-18,882
10,28971	-18,758
10,33966	-19,027
10,38961	-18,908
10,43956	-19,056
10,48951	-18,994
10,53946	-19,28
10,58941	-19,17
10,63936	-19,414
10,68931	-19,293
10,73926	-19,54
10,78921	-19,42
10,83916	-19,709
10,88911	-19,587
10,93906	-19,592
10,98901	-19,632
11,03896	-19,887
11,08891	-19,763
11,13886	-20,046
11,18881	-19,92
11,23876	-20,223
11,28871	-20,093
11,33866	-20,35
11,38861	-20,218
11,43856	-20,442
11,48851	-20,322
11,53846	-20,581
11,58841	-20,464
11,63836	-20,686
11,68831	-20,635
11,73826	-20,822
11,78821	-20,692
11,83816	-20,992
11,88811	-20,872
11,93806	-21,137
11,98801	-21,013
12,03796	-21,261
12,08791	-21,139
12,13786	-21,351
12,18781	-21,215
12,23776	-21,523
12,28771	-21,414
12,33766	-21,631
12,38761	-21,49
12,43756	-21,808
12,48751	-21,673
12,53746	-21,914
12,58741	-21,792
12,63736	-22,037
12,68731	-21,914
12,73726	-22,188
12,78721	-22,054
12,83716	-22,234
12,88711	-22,12
12,93706	-22,396
12,98701	-22,262
13,03696	-22,468
13,08691	-22,341
13,13686	-22,6
13,18681	-22,485
13,23676	-22,668
13,28671	-22,533
13,33666	-22,768
13,38661	-22,638
13,43656	-22,977
13,48651	-22,854
13,53646	-23,078
13,58641	-22,952
13,63636	-23,136
13,68631	-23,015
13,73626	-23,239
13,78621	-23,109
13,83616	-23,297
13,88611	-23,18
13,93606	-23,387
13,98601	-23,275
14,03596	-23,518
14,08591	-23,389
14,13586	-23,64
14,18581	-23,519
14,23576	-23,664
14,28571	-23,552
14,33566	-23,85
14,38561	-23,723
14,43556	-23,939
14,48551	-23,809
14,53546	-23,955
14,58541	-23,829
14,63536	-24,26
14,68531	-24,152
14,73526	-24,203
14,78521	-24,082
14,83516	-24,389
14,88511	-24,247
14,93506	-24,372
14,98501	-24,274
15,03497	-24,548
15,08492	-24,413
15,13487	-24,685
15,18482	-24,572
15,23477	-24,723
15,28472	-24,598
15,33467	-24,897
15,38462	-24,762
15,43457	-24,836
15,48452	-24,719
15,53447	-25,066
15,58442	-24,928
15,63437	-25,135
15,68432	-25,013
15,73427	-25,292
15,78422	-25,153
15,83417	-25,411
15,88412	-25,266
15,93407	-25,366
15,98402	-25,234
16,03397	-25,67
16,08392	-25,528
16,13387	-25,695
16,18382	-25,588
16,23377	-25,767
16,28372	-25,672
16,33367	-25,831
16,38362	-25,723
16,43357	-25,956
16,48352	-25,839
16,53347	-26,086
16,58342	-25,963
16,63337	-26,245
16,68332	-26,128
16,73327	-26,324
16,78322	-26,193
16,83317	-26,316
16,88312	-26,196
16,93307	-26,341
16,98302	-26,22
17,03297	-26,605
17,08292	-26,484
17,13287	-26,596
17,18282	-26,483
17,23277	-26,717
17,28272	-26,585
17,33267	-26,842
17,38262	-26,694
17,43257	-26,921
17,48252	-26,803
17,53247	-26,942
17,58242	-26,796
17,63237	-27,13
17,68232	-27,025
17,73227	-27,109
17,78222	-26,956
17,83217	-27,125
17,88212	-27,018
17,93207	-27,247
17,98202	-27,103
18,03197	-27,27
18,08192	-27,146
18,13187	-27,412
18,18182	-27,293
18,23177	-27,52
18,28172	-27,395
18,33167	-27,58
18,38162	-27,465
18,43157	-27,614
18,48152	-27,475
18,53147	-27,712
18,58142	-27,575
18,63137	-27,722
18,68132	-27,622
18,73127	-27,734
18,78122	-27,557
18,83117	-28,008
18,88112	-27,9
18,93107	-27,989
18,98102	-27,898
19,03097	-27,951
19,08092	-27,842
19,13087	-28,258
19,18082	-28,125
19,23077	-28,129
19,28072	-27,995
19,33067	-28,418
