300	0
310	0.01
320	0.03
330	0.12
340	0.27
350	0.53
360	0.96
370	1.9
380	2.06
390	2.1
400	2.12
410	2.12
420	2.11
430	2.09
440	2.03
450	1.49
460	0.33
470	0.01
480	0
