320	0.009
330	0.048
340	0.107
350	0.206
360	0.711
370	1.524
380	1.739
390	1.794
400	1.815
410	1.843
420	1.849
430	1.832
440	1.804
450	1.746
460	1.642
470	1.33
480	0.827
490	0.47
500	0.281
510	0.183
520	0.07
530	0.014
540	0.002
640	0.003
650	0.004
660	0.006
670	0.01
680	0.016
690	0.019
700	0.022
710	0.027
720	0.039
730	0.106
740	0.157
750	0.18
760	0.179
770	0.169
780	0.16
790	0.153
800	0.145
810	0.138
820	0.136
830	0.128
840	0.12
850	0.103
860	0.087
870	0.075
880	0.064
890	0.051
900	0.045
910	0.032
920	0.026
930	0.021
940	0.017
950	0.01
960	0.006
